"Time","Time to Use Redo Log Space "
2023-04-27 17:49:03,983040
2023-04-27 17:49:04,∞
2023-04-27 17:49:05,923
2023-04-27 17:49:06,298
2023-04-27 17:49:07,205
2023-04-27 17:49:08,159
2023-04-27 17:49:09,122
2023-04-27 17:49:10,111
2023-04-27 17:49:11,124
2023-04-27 17:49:12,126
2023-04-27 17:49:13,118
2023-04-27 17:49:14,121
2023-04-27 17:49:15,129
2023-04-27 17:49:16,124
2023-04-27 17:49:17,123
2023-04-27 17:49:18,124
2023-04-27 17:49:19,133
2023-04-27 17:49:20,135
2023-04-27 17:49:21,137
2023-04-27 17:49:22,143
2023-04-27 17:49:23,153
2023-04-27 17:49:24,141
2023-04-27 17:49:25,135
2023-04-27 17:49:26,132
2023-04-27 17:49:27,128
2023-04-27 17:49:28,132
2023-04-27 17:49:29,133
2023-04-27 17:49:30,141
2023-04-27 17:49:31,150
2023-04-27 17:49:32,145
2023-04-27 17:49:33,140
2023-04-27 17:49:34,146
2023-04-27 17:49:35,140
2023-04-27 17:49:36,144
2023-04-27 17:49:37,152
2023-04-27 17:49:38,155
2023-04-27 17:49:39,159
2023-04-27 17:49:40,165
2023-04-27 17:49:41,158
2023-04-27 17:49:42,162
2023-04-27 17:49:43,160
2023-04-27 17:49:44,152
2023-04-27 17:49:45,153
2023-04-27 17:49:46,159
2023-04-27 17:49:47,160
2023-04-27 17:49:48,165
2023-04-27 17:49:49,164
2023-04-27 17:49:50,169
2023-04-27 17:49:51,170
2023-04-27 17:49:52,166
2023-04-27 17:49:53,160
2023-04-27 17:49:54,169
2023-04-27 17:49:55,174
2023-04-27 17:49:56,170
2023-04-27 17:49:57,174
2023-04-27 17:49:58,179
2023-04-27 17:49:59,179
2023-04-27 17:50:00,182
2023-04-27 17:50:01,183
2023-04-27 17:50:02,184
2023-04-27 17:50:03,177
2023-04-27 17:50:04,168
2023-04-27 17:50:05,162
2023-04-27 17:50:06,162
2023-04-27 17:50:07,151
2023-04-27 17:50:08,156
2023-04-27 17:50:09,160
2023-04-27 17:50:10,157
2023-04-27 17:50:11,153
2023-04-27 17:50:12,166
2023-04-27 17:50:13,168
2023-04-27 17:50:14,166
2023-04-27 17:50:15,175
2023-04-27 17:50:16,184
2023-04-27 17:50:17,175
2023-04-27 17:50:18,185
2023-04-27 17:50:19,203
2023-04-27 17:50:20,190
2023-04-27 17:50:21,177
2023-04-27 17:50:22,176
2023-04-27 17:50:23,181
2023-04-27 17:50:24,176
2023-04-27 17:50:25,183
2023-04-27 17:50:26,193
2023-04-27 17:50:27,201
2023-04-27 17:50:28,173
2023-04-27 17:50:29,163
2023-04-27 17:50:30,161
2023-04-27 17:50:31,158
2023-04-27 17:50:32,156
2023-04-27 17:50:33,166
2023-04-27 17:50:34,166
2023-04-27 17:50:35,163
2023-04-27 17:50:36,163
2023-04-27 17:50:37,162
2023-04-27 17:50:38,169
2023-04-27 17:50:39,176
2023-04-27 17:50:40,176
2023-04-27 17:50:41,184
2023-04-27 17:50:42,189
2023-04-27 17:50:43,183
2023-04-27 17:50:44,182
2023-04-27 17:50:45,183
2023-04-27 17:50:46,188
2023-04-27 17:50:47,172
2023-04-27 17:50:48,167
2023-04-27 17:50:49,168
2023-04-27 17:50:50,172
2023-04-27 17:50:51,160
2023-04-27 17:50:52,170
2023-04-27 17:50:53,174
2023-04-27 17:50:54,178
2023-04-27 17:50:55,176
2023-04-27 17:50:56,181
2023-04-27 17:50:57,174
2023-04-27 17:50:58,163
2023-04-27 17:50:59,158
2023-04-27 17:51:00,157
2023-04-27 17:51:01,158
2023-04-27 17:51:02,153
2023-04-27 17:51:03,162
2023-04-27 17:51:04,165
2023-04-27 17:51:05,163
2023-04-27 17:51:06,159
2023-04-27 17:51:07,169
2023-04-27 17:51:08,172
2023-04-27 17:51:09,160
2023-04-27 17:51:10,159
2023-04-27 17:51:11,163
2023-04-27 17:51:12,188
2023-04-27 17:51:13,219
2023-04-27 17:51:14,283
2023-04-27 17:51:15,359
2023-04-27 17:51:16,501
2023-04-27 17:51:17,480
2023-04-27 17:51:18,482
2023-04-27 17:51:19,527
2023-04-27 17:51:20,536
2023-04-27 17:51:21,433
2023-04-27 17:51:22,371
2023-04-27 17:51:23,312
2023-04-27 17:51:24,255
2023-04-27 17:51:25,211
2023-04-27 17:51:26,204
2023-04-27 17:51:27,190
2023-04-27 17:51:28,193
2023-04-27 17:51:29,191
2023-04-27 17:51:30,186
2023-04-27 17:51:31,178
2023-04-27 17:51:32,177
2023-04-27 17:51:33,170
2023-04-27 17:51:34,173
2023-04-27 17:51:35,191
2023-04-27 17:51:36,197
2023-04-27 17:51:37,201
2023-04-27 17:51:38,202
2023-04-27 17:51:39,197
2023-04-27 17:51:40,196
2023-04-27 17:51:41,193
2023-04-27 17:51:42,199
2023-04-27 17:51:43,183
2023-04-27 17:51:44,185
2023-04-27 17:51:45,173
2023-04-27 17:51:46,177
2023-04-27 17:51:47,175
2023-04-27 17:51:48,183
2023-04-27 17:51:49,189
2023-04-27 17:51:50,200
2023-04-27 17:51:51,190
2023-04-27 17:51:52,193
2023-04-27 17:51:53,203
2023-04-27 17:51:54,196
2023-04-27 17:51:55,206
2023-04-27 17:51:56,209
2023-04-27 17:51:57,205
2023-04-27 17:51:58,197
2023-04-27 17:51:59,196
2023-04-27 17:52:00,192
2023-04-27 17:52:01,206
2023-04-27 17:52:02,216
2023-04-27 17:52:03,216
2023-04-27 17:52:04,200
2023-04-27 17:52:05,192
2023-04-27 17:52:06,179
2023-04-27 17:52:07,175
2023-04-27 17:52:08,178
2023-04-27 17:52:09,191
2023-04-27 17:52:10,186
2023-04-27 17:52:11,197
2023-04-27 17:52:12,190
2023-04-27 17:52:13,190
2023-04-27 17:52:14,190
2023-04-27 17:52:15,180
2023-04-27 17:52:16,179
2023-04-27 17:52:17,190
2023-04-27 17:52:18,187
2023-04-27 17:52:19,180
2023-04-27 17:52:20,201
2023-04-27 17:52:21,190
2023-04-27 17:52:22,183
2023-04-27 17:52:23,186
2023-04-27 17:52:24,196
2023-04-27 17:52:25,197
2023-04-27 17:52:26,201
2023-04-27 17:52:27,190
2023-04-27 17:52:28,181
2023-04-27 17:52:29,174
2023-04-27 17:52:30,169
2023-04-27 17:52:31,171
2023-04-27 17:52:32,181
2023-04-27 17:52:33,183
2023-04-27 17:52:34,179
2023-04-27 17:52:35,178
2023-04-27 17:52:36,185
2023-04-27 17:52:37,181
2023-04-27 17:52:38,184
2023-04-27 17:52:39,187
2023-04-27 17:52:40,188
2023-04-27 17:52:41,180
2023-04-27 17:52:42,188
2023-04-27 17:52:43,198
2023-04-27 17:52:44,207
2023-04-27 17:52:45,197
2023-04-27 17:52:46,188
2023-04-27 17:52:47,189
2023-04-27 17:52:48,191
2023-04-27 17:52:49,190
2023-04-27 17:52:50,190
2023-04-27 17:52:51,202
2023-04-27 17:52:52,188
2023-04-27 17:52:53,182
2023-04-27 17:52:54,170
2023-04-27 17:52:55,180
2023-04-27 17:52:56,174
2023-04-27 17:52:57,174
2023-04-27 17:52:58,173
2023-04-27 17:52:59,182
2023-04-27 17:53:00,175
2023-04-27 17:53:01,191
2023-04-27 17:53:02,188
2023-04-27 17:53:03,187
2023-04-27 17:53:04,199
2023-04-27 17:53:05,210
2023-04-27 17:53:06,186
2023-04-27 17:53:07,205
2023-04-27 17:53:08,210
2023-04-27 17:53:09,197
2023-04-27 17:53:10,194
2023-04-27 17:53:11,207
2023-04-27 17:53:12,197
2023-04-27 17:53:13,187
2023-04-27 17:53:14,193
2023-04-27 17:53:15,188
2023-04-27 17:53:16,180
2023-04-27 17:53:17,172
2023-04-27 17:53:18,183
2023-04-27 17:53:19,179
2023-04-27 17:53:20,186
2023-04-27 17:53:21,188
2023-04-27 17:53:22,195
2023-04-27 17:53:23,189
2023-04-27 17:53:24,184
2023-04-27 17:53:25,187
2023-04-27 17:53:26,192
2023-04-27 17:53:27,185
2023-04-27 17:53:28,187
2023-04-27 17:53:29,191
2023-04-27 17:53:30,174
2023-04-27 17:53:31,167
2023-04-27 17:53:32,170
2023-04-27 17:53:33,170
2023-04-27 17:53:34,169
2023-04-27 17:53:35,176
2023-04-27 17:53:36,182
2023-04-27 17:53:37,180
2023-04-27 17:53:38,176
2023-04-27 17:53:39,172
2023-04-27 17:53:40,173
2023-04-27 17:53:41,163
2023-04-27 17:53:42,172
2023-04-27 17:53:43,172
2023-04-27 17:53:44,173
2023-04-27 17:53:45,181
2023-04-27 17:53:46,198
2023-04-27 17:53:47,195
2023-04-27 17:53:48,194
2023-04-27 17:53:49,201
2023-04-27 17:53:50,182
2023-04-27 17:53:51,177
2023-04-27 17:53:52,180
2023-04-27 17:53:53,171
2023-04-27 17:53:54,176
2023-04-27 17:53:55,192
2023-04-27 17:53:56,186
2023-04-27 17:53:57,190
2023-04-27 17:53:58,188
2023-04-27 17:53:59,178
2023-04-27 17:54:00,168
2023-04-27 17:54:01,171
2023-04-27 17:54:02,167
2023-04-27 17:54:03,183
2023-04-27 17:54:04,177

